Target1,Target2,Mean
rec.sport.baseball,talk.politics.misc,0.016807736544605413
rec.sport.baseball,talk.religion.misc,0.015342252102143869
rec.sport.hockey,alt.atheism,0.014761493835406961
rec.sport.hockey,comp.graphics,0.011176625375290116
rec.sport.hockey,comp.os.ms-windows.misc,0.010885411994567263
rec.sport.hockey,comp.sys.ibm.pc.hardware,0.011656606204129193
rec.sport.hockey,comp.sys.mac.hardware,0.012182716885155504
rec.sport.hockey,comp.windows.x,0.010153756959330715
rec.sport.hockey,misc.forsale,0.0126874658080905
rec.sport.hockey,rec.autos,0.014320413696542541
rec.sport.hockey,rec.motorcycles,0.014084931722325165
rec.sport.hockey,rec.sport.baseball,0.02619103826219969
rec.sport.hockey,rec.sport.hockey,0.0475865301791502
rec.sport.hockey,sci.crypt,0.014092657334317011
rec.sport.hockey,sci.electronics,0.012572953428928673
rec.sport.hockey,sci.med,0.012958877932410956
rec.sport.hockey,sci.space,0.01408111165162631
rec.sport.hockey,soc.religion.christian,0.014141298214318261
rec.sport.hockey,talk.politics.guns,0.01621400763297019
rec.sport.hockey,talk.politics.mideast,0.013599697937556478
rec.sport.hockey,talk.politics.misc,0.01640887219534354
rec.sport.hockey,talk.religion.misc,0.01440896165966363
sci.crypt,alt.atheism,0.02001991227928037
sci.crypt,comp.graphics,0.01661247415423925
sci.crypt,comp.os.ms-windows.misc,0.016348283446344987
sci.crypt,comp.sys.ibm.pc.hardware,0.017739591546930018
sci.crypt,comp.sys.mac.hardware,0.01734072083302594
sci.crypt,comp.windows.x,0.01688436757747588
sci.crypt,misc.forsale,0.014170637592091802
sci.crypt,rec.autos,0.017274115374449135
sci.crypt,rec.motorcycles,0.015864474110688802
sci.crypt,rec.sport.baseball,0.015008561159077526
sci.crypt,rec.sport.hockey,0.01409265733431701
sci.crypt,sci.crypt,0.06518606391128562
sci.crypt,sci.electronics,0.018859513530512875
sci.crypt,sci.med,0.01678015561422249
sci.crypt,sci.space,0.018457868771858524
sci.crypt,soc.religion.christian,0.018565687608895872
sci.crypt,talk.politics.guns,0.024524986612738296
sci.crypt,talk.politics.mideast,0.018503306579455977
sci.crypt,talk.politics.misc,0.02348568029065243
sci.crypt,talk.religion.misc,0.019292127890240037
sci.electronics,alt.atheism,0.013747576421317258
sci.electronics,comp.graphics,0.015350384570613626
sci.electronics,comp.os.ms-windows.misc,0.014949247443380626
sci.electronics,comp.sys.ibm.pc.hardware,0.017809694389127995
sci.electronics,comp.sys.mac.hardware,0.017564630442368487
sci.electronics,comp.windows.x,0.01414845342737052
sci.electronics,misc.forsale,0.01539438613249701
sci.electronics,rec.autos,0.016325360658192893
sci.electronics,rec.motorcycles,0.014276682822341643
sci.electronics,rec.sport.baseball,0.01319965833845917
sci.electronics,rec.sport.hockey,0.012572953428928672
sci.electronics,sci.crypt,0.01885951353051287
sci.electronics,sci.electronics,0.024517978987139137
sci.electronics,sci.med,0.013926892869279403
sci.electronics,sci.space,0.015556321924425923
sci.electronics,soc.religion.christian,0.013643262857496867
sci.electronics,talk.politics.guns,0.01584431740295969
sci.electronics,talk.politics.mideast,0.012289336285748208
sci.electronics,talk.politics.misc,0.014875774212050193
sci.electronics,talk.religion.misc,0.013452999627664263
sci.med,alt.atheism,0.0169801637510606
